ID,Attrition_Flag,Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Used_Bal,Total_Unused_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
356090829,Existing Customer,27,F,2,Graduate,Single,$40K - $60K,Blue,36,4,4,1,2647.7,1552,855,0.62,4983,86,0.755,0.645
356413629,Existing Customer,27,M,3,Uneducated,Married,$40K - $60K,Blue,25,5,0,3,1582.13,0,1438.3,1.023,5046,77,0.925,0
390026004,Existing Customer,27,M,3,N/A,Single,$80K - $120K,Blue,22,4,3,2,32887.8,1414,28484,0.453,3883,68,0.7,0.047
399140341,Existing Customer,27,M,3,Post-Graduate,Single,$80K - $120K,Blue,31,6,4,3,2888.6,1736,890,0.786,4714,93,0.788,0.661
356110141,Existing Customer,27,M,2,Graduate,NaN,$80K - $120K,Blue,28,3,3,3,13444.2,0,12222,0.861,4215,63,0.537,0
354459279,Attrited Customer,27,F,2,Graduate,Married,$40K - $60K,Blue,36,5,4,2,2154.9,662,1297,0.888,3046,52,0.793,0.338
408045804,Existing Customer,27,F,1,College,Single,$40K - $60K,Blue,32,4,3,3,2173.6,0,1976,0.812,4424,73,0.659,0
355444441,Existing Customer,27,F,3,High School,NaN,Less than $40K,Blue,36,6,6,2,1582.13,636,802.3,0.838,4824,83,0.766,0.442
389812929,Existing Customer,27,F,2,N/A,Single,Less than $40K,Blue,27,6,1,3,3367.1,2517,544,0.809,5032,89,0.618,0.822
358380654,Existing Customer,27,F,4,N/A,Single,Less than $40K,Blue,36,3,4,3,2514.6,0,2286,0.732,5199,83,0.844,0
357933016,Existing Customer,27,F,2,High School,Single,Less than $40K,Blue,36,5,3,1,2788.5,1352,1183,0.509,3840,72,0.565,0.533
379093216,Existing Customer,27,F,1,Uneducated,Single,Less than $40K,Blue,30,3,3,3,2588.3,1095,1258,0.941,5038,84,0.75,0.465
356996604,Existing Customer,27,F,3,Doctorate,Married,Less than $40K,Blue,36,3,7,2,1582.13,0,1438.3,0.861,4314,82,0.864,0
355696254,Existing Customer,27,F,2,Graduate,Married,Less than $40K,Blue,25,4,3,1,1582.13,0,1438.3,0.741,4513,75,0.744,0
381010066,Attrited Customer,27,F,3,High School,Married,N/A,Blue,30,3,4,3,10861.4,0,9874,0.491,2446,47,0.567,0
404726191,Existing Customer,27,F,2,Graduate,Married,Less than $40K,Blue,32,6,1,3,1582.13,0,1438.3,0.707,4733,89,0.816,0
357006991,Attrited Customer,27,F,4,Post-Graduate,Married,Less than $40K,Blue,36,3,4,3,1744.6,0,1586,0.497,2109,41,0.414,0
385090404,Existing Customer,27,F,4,Graduate,Single,N/A,Blue,31,3,4,2,1582.13,0,1438.3,0.919,5001,91,0.625,0
357093054,Existing Customer,27,F,2,N/A,Single,Less than $40K,Blue,19,6,7,2,2367.2,1682,470,1.051,4126,71,0.972,0.782
355600554,Attrited Customer,27,F,3,High School,Single,Less than $40K,Blue,29,3,4,3,1818.3,0,1653,0.517,2284,35,0.296,0
389924191,Attrited Customer,27,F,3,Graduate,Single,Less than $40K,Blue,21,4,3,2,1962.4,577,1207,0.542,2348,47,0.516,0.323
385994866,Existing Customer,27,M,2,N/A,Single,$40K - $60K,Blue,26,4,1,2,4030.4,1449,2215,0.712,4413,65,0.548,0.395
354258279,Existing Customer,27,F,2,High School,Married,Less than $40K,Blue,36,3,3,1,2846.8,1782,806,0.546,4159,83,0.766,0.689
358895116,Existing Customer,27,F,2,College,Single,$40K - $60K,Blue,26,3,3,3,1582.13,743,695.3,0.561,4730,80,0.778,0.517
358639404,Existing Customer,27,F,3,College,Married,Less than $40K,Blue,28,4,3,1,1966.8,0,1788,1.001,3511,56,0.931,0
356499016,Attrited Customer,27,M,3,High School,Single,$120K +,Blue,36,3,3,2,8097.1,0,7361,0.59,2109,44,0.571,0
356505841,Attrited Customer,27,F,3,College,Married,N/A,Blue,24,4,3,4,12362.9,0,11239,0.32,2055,43,0.162,0
354372991,Existing Customer,27,F,2,N/A,Married,$40K - $60K,Blue,36,4,3,2,2428.8,1559,649,0.51,4686,81,0.761,0.706
355059616,Existing Customer,27,M,1,High School,Married,$120K +,Blue,26,5,3,1,12898.6,1925,9801,0.855,4186,63,0.703,0.164
359928504,Existing Customer,27,F,1,Graduate,Single,$40K - $60K,Blue,36,3,4,1,3174.6,2198,688,0.828,4531,81,0.723,0.762
359990754,Attrited Customer,27,M,2,Uneducated,Single,N/A,Blue,24,2,3,3,1813.9,0,1649,0.864,2574,51,0.7,0
354738616,Existing Customer,27,F,2,High School,Single,N/A,Blue,36,3,3,1,2580.6,1621,725,0.613,4287,79,0.717,0.691
355502791,Existing Customer,27,M,3,High School,Single,$80K - $120K,Blue,24,1,3,3,3780.7,1064,2373,0.851,5110,76,0.854,0.31
355903666,Existing Customer,27,F,2,College,Single,Less than $40K,Blue,26,1,1,2,1582.13,0,1438.3,0.587,3948,84,0.68,0
358157754,Attrited Customer,27,F,3,Post-Graduate,Married,$40K - $60K,Blue,36,2,3,5,3556.3,2517,716,0,1339,32,0,0.779
389081754,Existing Customer,27,F,2,High School,Married,N/A,Blue,27,2,1,2,5769.5,1044,4201,0.673,4938,70,0.892,0.199
396049441,Existing Customer,27,M,2,Doctorate,Single,$120K +,Blue,31,2,1,3,2596,1204,1156,0.539,3696,82,0.822,0.51
407493991,Existing Customer,27,F,2,College,Single,$40K - $60K,Blue,32,2,1,3,4048,683,2997,0.85,4835,77,0.75,0.186
359640766,Existing Customer,27,F,3,College,Married,Less than $40K,Blue,27,2,1,3,3232.9,1388,1551,0.69,5076,84,0.826,0.472
357357279,Existing Customer,27,F,2,Uneducated,Single,$40K - $60K,Blue,27,1,4,2,3355,2517,533,1.177,4698,75,0.923,0.825
354707791,Existing Customer,27,F,2,N/A,Single,Less than $40K,Blue,21,1,1,1,4363.7,1476,2491,0.626,4490,66,0.833,0.372
354803079,Existing Customer,27,F,2,Graduate,Married,Less than $40K,Blue,31,1,4,3,3282.4,0,2984,0.77,4878,86,0.87,0
389717941,Existing Customer,27,M,3,High School,NaN,$80K - $120K,Blue,19,1,3,2,2500.3,0,2273,0.828,7899,79,0.646,0
358167991,Existing Customer,27,M,2,High School,Single,$80K - $120K,Blue,36,1,3,3,7384.3,1590,5123,0.847,7946,85,0.667,0.237
354374416,Existing Customer,27,F,3,Graduate,Single,$40K - $60K,Blue,25,2,3,3,10862.5,1239,8636,0.939,8920,105,0.694,0.125
354454441,Existing Customer,27,F,2,Graduate,Divorced,Less than $40K,Silver,32,1,4,2,13236.3,1025,11008,0.684,12603,106,0.893,0.085
356852679,Existing Customer,27,M,2,Graduate,Single,$60K - $80K,Blue,28,2,9,1,8083.9,994,6355,0.864,13970,109,0.847,0.135
355919004,Attrited Customer,27,M,3,Graduate,Married,$60K - $80K,Blue,28,2,4,2,7047.7,478,5929,1.022,9322,77,0.833,0.075
354686941,Existing Customer,27,F,5,N/A,Married,$40K - $60K,Silver,36,1,1,2,20960.5,2517,16538,0.915,15091,124,0.676,0.132
355484004,Existing Customer,27,F,4,Uneducated,Married,Less than $40K,Blue,26,2,1,2,3765.3,647,2776,0.73,14308,124,0.722,0.189
357001741,Existing Customer,27,M,1,Doctorate,NaN,$60K - $80K,Blue,36,1,4,1,8292.9,0,7539,1.023,15293,129,0.743,0
355077579,Attrited Customer,27,M,2,Uneducated,NaN,$80K - $120K,Blue,18,1,1,2,35015.2,518,31314,0.972,10201,59,0.788,0.016
356665066,Existing Customer,27,F,1,Graduate,Married,Less than $40K,Blue,19,2,4,2,6427.3,1346,4497,0.641,13299,95,0.863,0.23
356097691,Existing Customer,27,F,0,Doctorate,Single,Less than $40K,Blue,36,2,3,3,10095.8,1585,7593,0.617,14932,110,0.803,0.173
358361829,Existing Customer,27,F,2,Post-Graduate,Single,Less than $40K,Blue,28,1,4,1,3877.5,1519,2006,0.685,13625,110,1,0.431
390021316,Attrited Customer,27,F,2,N/A,Married,N/A,Silver,21,2,3,2,34889.8,0,31718,0.91,7432,64,0.641,0
354503941,Existing Customer,27,M,2,Graduate,Married,Less than $40K,Blue,28,2,3,3,3386.9,1267,1812,0.65,14540,104,0.552,0.411
358625754,Existing Customer,27,M,1,Uneducated,Married,$120K +,Blue,17,1,1,3,37967.6,0,34516,0.776,14127,116,0.731,0
355548316,Attrited Customer,27,F,2,Uneducated,NaN,Less than $40K,Silver,29,5,3,6,13423.3,0,12203,0.9,8600,94,0.843,0
354159954,Attrited Customer,27,M,3,Graduate,Single,$80K - $120K,Blue,17,1,1,2,4527.6,1473,2643,1.023,8667,70,0.892,0.358
400751004,Existing Customer,27,M,1,Graduate,Married,$60K - $80K,Blue,31,5,1,2,22158.4,1195,18949,0.67,14287,106,0.828,0.059
360316779,Existing Customer,27,F,3,Graduate,Divorced,Less than $40K,Blue,24,3,4,4,4099.7,995,2732,0.743,14786,101,0.656,0.267
358540741,Existing Customer,27,M,2,Graduate,Divorced,$80K - $120K,Blue,25,3,3,2,27705.7,2209,22978,0.799,16606,96,0.778,0.088
394968841,Existing Customer,27,M,3,Post-Graduate,Married,$40K - $60K,Blue,28,4,1,2,4009.5,701,2944,0.654,15559,120,0.739,0.192
385019491,Attrited Customer,27,M,4,High School,Single,$60K - $80K,Silver,31,1,4,3,31714.1,2517,26314,0.77,8688,69,0.769,0.087
356640916,Attrited Customer,28,M,3,N/A,Single,$40K - $60K,Blue,29,6,3,3,14947.9,2517,11072,0.941,9456,79,1.026,0.185
360286254,Existing Customer,28,F,4,Graduate,Single,N/A,Blue,28,2,4,3,10813,2055,7775,0.977,1042,23,0.917,0.209
394781191,Existing Customer,28,F,1,High School,NaN,Less than $40K,Blue,30,2,4,0,1582.13,583,855.3,0.888,1259,24,1,0.405
357213391,Existing Customer,28,F,2,Graduate,Single,N/A,Blue,31,2,4,2,15445.1,2154,11887,1.084,1467,29,1.417,0.153
355992916,Existing Customer,28,F,4,Uneducated,Single,Less than $40K,Blue,30,4,1,0,2825.9,1605,964,0.574,1190,46,0.643,0.625
401683179,Existing Customer,28,M,1,N/A,Single,$60K - $80K,Blue,29,5,3,1,16055.6,2192,12404,0.898,1300,25,1.083,0.15
356608929,Existing Customer,28,F,2,Uneducated,Single,Less than $40K,Blue,32,5,4,3,2490.4,0,2264,0.479,1204,28,0.333,0
355158879,Existing Customer,28,F,3,High School,Married,N/A,Blue,29,4,3,2,12459.7,1528,9799,1.142,2033,38,0.727,0.135
357942429,Existing Customer,28,M,2,High School,Married,$80K - $120K,Blue,36,5,4,3,2647.7,843,1564,1.008,1470,28,0.4,0.35
389230704,Existing Customer,28,M,1,High School,Married,$80K - $120K,Blue,23,4,4,2,24363.9,987,21162,1.633,2409,36,0.8,0.045
360172329,Existing Customer,28,M,2,College,Married,$80K - $120K,Blue,23,4,1,1,20048.6,1847,16379,0.845,1681,43,0.87,0.101
397952116,Existing Customer,28,F,3,N/A,Single,N/A,Blue,32,5,1,0,29639.5,727,26218,0.687,1579,40,0.6,0.027
356344666,Existing Customer,28,M,2,N/A,Single,$80K - $120K,Blue,28,4,4,2,22265.1,1203,19038,0.66,1102,31,0.632,0.059
358774179,Existing Customer,28,F,1,College,Married,Less than $40K,Blue,25,3,4,1,2838,2265,315,0.824,1665,57,0.629,0.878
359454579,Existing Customer,28,M,1,College,Married,Less than $40K,Blue,25,6,4,3,6114.9,658,4901,0.627,1793,37,0.947,0.118
356381904,Existing Customer,28,M,2,N/A,Single,$60K - $80K,Blue,36,3,4,3,7361.2,2037,4655,0.401,1468,36,0.241,0.304
401408679,Existing Customer,28,F,3,High School,Married,N/A,Blue,32,4,3,1,12753.4,2072,9522,0.983,2320,51,0.594,0.179
397332091,Existing Customer,28,M,0,Uneducated,Married,$60K - $80K,Blue,19,3,1,3,3561.8,2146,1092,0.673,1501,45,0.667,0.663
356120041,Attrited Customer,28,F,3,N/A,Single,Less than $40K,Blue,30,6,3,2,4103,2517,1213,0.853,858,22,0.467,0.675
360519204,Existing Customer,28,F,2,High School,Married,Less than $40K,Blue,27,4,1,2,2013,0,1830,0.736,1741,43,0.654,0
356237866,Existing Customer,28,F,3,High School,Married,Less than $40K,Blue,28,4,3,3,2678.5,1888,547,0.922,1847,39,0.696,0.775
358706304,Attrited Customer,28,F,2,High School,Married,$40K - $60K,Blue,28,3,3,2,7947.5,0,7225,0.419,738,16,0.231,0
360424366,Existing Customer,28,M,1,High School,Married,$80K - $120K,Blue,24,4,4,2,14699.3,1230,12133,0.688,1815,33,0.435,0.092
392399341,Existing Customer,28,M,2,High School,Married,$40K - $60K,Blue,32,3,3,2,1582.13,0,1438.3,0.846,1999,39,0.56,0
355314391,Existing Customer,28,M,4,High School,Single,$80K - $120K,Gold,36,6,1,3,37967.6,1140,33376,0.815,1445,45,0.957,0.033
356103841,Existing Customer,28,M,0,N/A,Divorced,Less than $40K,Blue,36,3,4,2,5670.5,684,4471,0.588,1555,37,0.48,0.133
356846979,Existing Customer,28,F,1,Uneducated,Single,Less than $40K,Blue,27,6,4,4,9501.8,0,8638,0.489,1295,29,0.381,0
355978854,Existing Customer,28,F,2,Graduate,Married,Less than $40K,Blue,36,6,4,4,2988.7,1591,1126,1.596,2064,33,1.062,0.586
357851379,Existing Customer,28,F,4,Graduate,Married,Less than $40K,Blue,36,4,4,3,2046,0,1860,0.992,1731,29,0.611,0
357395004,Existing Customer,28,F,1,N/A,Single,Less than $40K,Blue,36,3,3,3,4140.4,0,3764,0.583,1572,57,0.357,0
386644479,Existing Customer,28,M,1,Graduate,Married,$60K - $80K,Blue,31,6,4,3,8222.5,1473,6002,0.775,1592,30,0.429,0.197
387599304,Existing Customer,28,F,2,Graduate,Married,Less than $40K,Blue,32,5,4,3,4871.9,0,4429,1.065,1970,40,0.818,0
359864191,Existing Customer,28,F,4,Graduate,Married,N/A,Blue,28,4,1,2,7547.1,1598,5263,2.103,2228,39,0.95,0.233
354106329,Existing Customer,28,F,3,Graduate,Married,Less than $40K,Blue,18,6,4,2,2412.3,1260,933,0.886,1799,47,0.567,0.575
359591154,Existing Customer,28,F,2,High School,Single,Less than $40K,Blue,27,6,1,3,2305.6,1567,529,0.778,1559,49,1.042,0.748
394349904,Existing Customer,28,F,4,N/A,Single,N/A,Blue,14,4,1,2,4833.4,0,4394,0.889,1538,43,0.536,0
394431166,Existing Customer,28,F,3,Uneducated,Married,Less than $40K,Blue,23,6,3,2,6209.5,0,5645,1.05,1527,32,0.455,0
354485791,Existing Customer,28,F,2,Uneducated,Single,Less than $40K,Blue,29,3,4,2,3949,1924,1666,0.573,1472,37,0.762,0.536
360260904,Existing Customer,28,M,1,Graduate,Single,$80K - $120K,Blue,19,6,4,2,28228.2,1515,24147,0.556,1484,36,0.636,0.059
385331191,Existing Customer,28,M,2,Graduate,Single,$40K - $60K,Blue,24,6,4,2,16095.2,1158,13474,0.501,1399,36,0.5,0.079
360460029,Existing Customer,28,M,2,Graduate,Married,$60K - $80K,Blue,25,3,4,4,5280,1212,3588,1.254,2935,62,0.879,0.252
360255804,Existing Customer,28,F,0,Graduate,Married,N/A,Blue,28,5,4,3,17653.9,799,15250,0.777,1989,33,0.571,0.05
358433154,Existing Customer,28,M,2,High School,Married,$60K - $80K,Blue,33,6,4,4,6534,1101,4839,0.942,1872,34,1.125,0.185
358884504,Existing Customer,28,M,2,Graduate,Married,$80K - $120K,Blue,36,5,4,4,12588.4,1278,10166,1.31,2493,44,0.913,0.112
368985916,Existing Customer,28,M,1,Graduate,Married,$60K - $80K,Blue,31,6,4,3,2645.5,1553,852,1.156,2503,40,0.667,0.646
355503391,Existing Customer,28,F,1,Graduate,Single,Less than $40K,Blue,22,3,4,3,2732.4,2149,335,0.669,1200,28,0.647,0.865
412082829,Existing Customer,28,M,2,N/A,Married,$80K - $120K,Blue,34,4,1,3,21184.9,2266,16993,0.92,1388,27,0.929,0.118
356708116,Existing Customer,28,M,2,Graduate,Married,$80K - $120K,Blue,24,5,3,2,3566.2,2076,1166,0.612,1841,46,0.533,0.64
354430179,Existing Customer,28,M,3,High School,Married,$80K - $120K,Blue,22,4,3,3,6997.1,694,5667,0.844,1499,31,0.938,0.109
407649916,Existing Customer,28,F,2,Graduate,Married,Less than $40K,Blue,33,5,3,3,2450.8,1717,511,1.625,2334,61,0.848,0.771
355967154,Existing Customer,28,M,3,Graduate,Single,$40K - $60K,Blue,19,5,3,3,1875.5,0,1705,0.604,3342,62,0.824,0
360618204,Existing Customer,28,M,2,Graduate,Married,$80K - $120K,Blue,29,5,4,3,8288.5,2517,5018,0.813,1655,41,0.577,0.334
386043204,Existing Customer,28,M,3,High School,Single,$80K - $120K,Blue,27,4,1,4,6778.2,943,5219,0.484,1527,35,0.207,0.153
397242579,Existing Customer,28,M,2,N/A,Married,$80K - $120K,Blue,18,6,1,2,2389.2,1475,697,1.158,2447,46,1.3,0.679
356955054,Existing Customer,28,M,1,Graduate,Married,$80K - $120K,Blue,28,3,3,3,4340.6,2375,1571,0.921,1646,43,0.536,0.602
407256504,Existing Customer,28,M,2,Graduate,Married,$80K - $120K,Blue,33,5,4,3,10582,2033,7587,0.667,1735,43,0.387,0.211
354517854,Existing Customer,28,F,0,N/A,Married,Less than $40K,Blue,36,4,3,3,2025.1,1246,595,0.759,1819,35,0.522,0.677
406623541,Existing Customer,28,M,2,Graduate,Married,$80K - $120K,Blue,33,4,4,2,17664.9,618,15441,0.824,1357,26,1,0.038
359760991,Existing Customer,28,M,2,Uneducated,Married,$40K - $60K,Blue,31,4,4,3,6727.6,1698,4418,0.937,1592,32,1,0.278
359207566,Existing Customer,28,M,1,Uneducated,Married,$80K - $120K,Blue,25,6,1,3,12487.2,0,11352,1.324,1601,34,1.125,0
389996604,Existing Customer,28,F,2,Uneducated,Married,Less than $40K,Blue,28,3,4,3,7753.9,0,7049,0.988,1475,27,1.7,0
386353141,Existing Customer,28,F,2,College,Married,$40K - $60K,Blue,28,3,4,4,6902.5,1579,4696,0.996,1585,43,0.72,0.252
359113516,Existing Customer,28,F,4,Graduate,Married,Less than $40K,Blue,30,3,1,2,6546.1,1702,4249,1.264,2565,53,0.71,0.286
358815504,Existing Customer,28,M,2,Graduate,Married,$80K - $120K,Blue,31,4,1,2,26725.6,0,24296,0.781,1886,48,0.5,0
357373179,Existing Customer,28,M,3,N/A,Married,$60K - $80K,Blue,28,3,1,2,5110.6,1680,2966,1.238,2234,35,0.667,0.362
409805454,Attrited Customer,28,M,2,Uneducated,Single,$80K - $120K,Blue,33,1,6,4,36231.8,2089,30849,0.72,1137,26,0.238,0.063
356032179,Existing Customer,28,M,1,Graduate,Married,$60K - $80K,Blue,36,6,4,4,2757.7,1544,963,0.906,1999,34,0.789,0.616
355422204,Existing Customer,28,M,3,Post-Graduate,Married,$60K - $80K,Blue,36,4,4,2,2842.4,0,2584,0.593,1843,28,0.647,0
355559679,Existing Customer,28,M,3,N/A,Married,$60K - $80K,Blue,31,6,1,2,2215.4,896,1118,1.055,2460,52,0.857,0.445
354229816,Existing Customer,28,M,2,High School,Married,$60K - $80K,Blue,26,4,1,3,6396.5,1698,4117,0.896,1604,42,0.448,0.292
356895354,Existing Customer,28,M,3,Uneducated,Married,$60K - $80K,Blue,36,5,3,3,3763.1,2308,1113,2.037,2269,39,1.053,0.675
358752129,Existing Customer,28,M,2,College,Married,$40K - $60K,Blue,25,4,1,4,4108.5,1199,2536,0.886,1573,35,0.75,0.321
355599504,Existing Customer,28,M,2,N/A,Married,$40K - $60K,Blue,31,3,3,2,3210.9,2192,727,1.073,2399,57,0.966,0.751
356094616,Existing Customer,28,F,1,Graduate,Married,$40K - $60K,Blue,20,5,1,3,5668.3,2517,2636,1.488,3095,63,0.969,0.488
358718529,Existing Customer,28,M,2,N/A,Divorced,$60K - $80K,Silver,26,4,3,0,29080.7,681,25756,1.021,2167,57,0.727,0.026
359795641,Existing Customer,28,M,2,Uneducated,Married,Less than $40K,Blue,27,6,3,4,1582.13,0,1438.3,0.945,2412,58,0.657,0
355663779,Existing Customer,28,M,2,High School,Married,$40K - $60K,Blue,36,3,4,1,3081.1,1980,821,0.882,1600,45,0.406,0.707
394803991,Existing Customer,28,M,3,High School,Married,$40K - $60K,Blue,32,6,9,2,9463.3,1046,7557,0.826,1758,40,0.739,0.122
359234079,Existing Customer,28,M,1,Uneducated,Married,$60K - $80K,Blue,25,6,3,3,10233.3,1599,7704,1.408,2261,37,0.542,0.172
357628854,Existing Customer,28,M,1,High School,Married,$60K - $80K,Blue,32,4,3,1,4022.7,1687,1970,1.357,2758,55,0.833,0.461
355224991,Existing Customer,28,M,2,High School,Married,$120K +,Blue,29,4,1,2,3099.8,1656,1162,1.404,2916,45,0.957,0.588
354592554,Existing Customer,28,M,3,High School,Married,$60K - $80K,Blue,26,5,6,2,6406.4,1542,4282,0.827,1801,44,0.571,0.265
385441254,Existing Customer,28,M,2,College,Married,$80K - $120K,Blue,24,4,1,5,18878.2,773,16389,1.238,2457,54,1,0.045
355248804,Existing Customer,28,M,2,Uneducated,Single,$40K - $60K,Blue,36,5,1,2,8531.6,1670,6086,0.78,1858,51,0.545,0.215
359485029,Existing Customer,28,M,3,N/A,Married,$120K +,Blue,33,5,4,4,33820.6,1168,29578,0.653,1519,43,0.72,0.038
354087354,Existing Customer,28,M,4,Graduate,Married,$40K - $60K,Blue,27,6,3,4,6088.5,1276,4259,0.636,1764,38,0.9,0.231
357521754,Existing Customer,28,M,2,Graduate,NaN,$40K - $60K,Blue,36,4,4,4,10466.5,0,9515,0.79,4642,61,0.605,0
389962516,Existing Customer,28,F,4,Graduate,Married,$40K - $60K,Blue,22,4,4,4,3296.7,1969,1028,1.235,2807,60,0.714,0.657
410584366,Existing Customer,28,M,3,Graduate,Married,$60K - $80K,Blue,34,6,4,3,5855.3,2301,3022,0.68,1783,33,0.65,0.432
359309229,Existing Customer,28,M,3,High School,Single,$60K - $80K,Blue,25,5,1,4,10844.9,1305,8554,0.722,4345,72,0.674,0.132
394617691,Existing Customer,28,M,4,College,Married,$80K - $120K,Blue,27,5,3,4,11424.6,1909,8477,1.43,2119,52,1.08,0.184
384878491,Existing Customer,28,M,3,Graduate,Married,$60K - $80K,Blue,32,3,1,2,8479.9,2227,5482,1.295,2520,61,0.848,0.289
354808479,Existing Customer,28,M,2,High School,Single,$60K - $80K,Silver,30,4,4,4,29211.6,1583,24973,0.694,3168,73,0.738,0.06
403444816,Existing Customer,28,M,2,Uneducated,Married,$80K - $120K,Blue,33,3,1,4,22128.7,1226,18891,1.4,2906,58,1,0.061
393761641,Existing Customer,28,M,1,Graduate,Single,$80K - $120K,Blue,27,6,3,5,29009.2,1365,25007,1.394,2291,56,1,0.052
411956154,Existing Customer,28,F,3,Graduate,Married,Less than $40K,Blue,34,5,1,0,3742.2,1813,1589,0.653,1767,28,0.647,0.533
356247054,Existing Customer,28,M,2,Post-Graduate,Single,$60K - $80K,Silver,36,3,4,4,37967.6,1954,32562,0.436,1872,52,0.486,0.057
355262266,Attrited Customer,28,F,4,College,Married,$40K - $60K,Blue,36,4,6,4,5404.3,2517,2396,0.348,899,28,0.273,0.512
410855154,Existing Customer,28,F,3,Uneducated,Single,Less than $40K,Blue,33,5,4,2,2426.6,2018,188,0.648,1739,35,0.667,0.915
390208216,Existing Customer,28,M,2,N/A,Married,Less than $40K,Blue,25,4,1,3,9614,734,8006,1.072,2169,38,0.652,0.084
355046341,Existing Customer,28,M,2,College,Married,$80K - $120K,Blue,30,2,4,2,4108.5,1421,2314,0.57,1837,47,0.741,0.38
389228491,Existing Customer,28,F,2,N/A,Single,Less than $40K,Blue,23,5,4,3,2444.2,1205,1017,0.395,1823,49,0.361,0.542
399850104,Existing Customer,28,M,2,Graduate,Single,$60K - $80K,Silver,32,5,1,1,29686.8,1587,25401,0.968,3732,70,0.795,0.059
402410116,Existing Customer,28,M,2,N/A,Divorced,$80K - $120K,Blue,33,6,4,2,12954.7,1781,9996,0.565,2763,62,0.879,0.151
357005679,Existing Customer,28,M,3,Graduate,Divorced,$80K - $120K,Blue,24,5,1,3,16303.1,0,14821,0.661,2876,60,0.622,0
359392741,Existing Customer,28,M,1,Doctorate,Single,$80K - $120K,Silver,29,6,4,3,37967.6,1435,33081,1.13,4238,85,0.809,0.042
389193016,Existing Customer,28,M,3,Uneducated,Married,$60K - $80K,Blue,18,6,4,4,3758.7,1749,1668,0.57,2068,34,0.619,0.512
414145929,Attrited Customer,28,M,3,College,Single,$60K - $80K,Blue,34,6,4,4,13255,1821,10229,0.63,2381,40,0.481,0.151
394562866,Existing Customer,28,F,4,Doctorate,Married,Less than $40K,Blue,26,4,3,4,4402.2,1402,2600,0.579,2114,53,0.514,0.35
354291429,Existing Customer,28,M,3,Graduate,Single,$60K - $80K,Blue,25,3,4,4,20122.3,0,18293,0.571,2958,63,0.432,0
408386454,Existing Customer,28,M,3,High School,Single,$60K - $80K,Silver,33,6,1,2,37967.6,1793,32723,0.767,4533,78,0.472,0.052
404679354,Existing Customer,28,M,3,N/A,Single,$80K - $120K,Blue,33,6,3,2,37967.6,2135,32381,0.488,3514,63,0.703,0.062
389261866,Existing Customer,28,M,3,Graduate,Single,$80K - $120K,Blue,31,6,1,2,15000.7,0,13637,0.566,3625,73,0.659,0
360579054,Existing Customer,28,M,2,Graduate,Single,$60K - $80K,Blue,30,3,3,4,2580.6,0,2346,0.394,3982,72,0.532,0
357695716,Existing Customer,28,M,0,Graduate,Married,$60K - $80K,Blue,33,5,6,4,12915.1,1560,10181,0.773,2143,41,0.783,0.133
394369816,Attrited Customer,28,M,1,N/A,Married,$120K +,Blue,16,3,1,4,2316.6,238,1868,0.61,2136,40,0.905,0.113
360379404,Attrited Customer,28,M,3,College,Single,$60K - $80K,Blue,18,5,1,5,17948.7,0,16317,0.566,1995,54,0.929,0
359771604,Existing Customer,28,F,3,Uneducated,Single,N/A,Blue,36,5,4,3,14542,848,12372,0.825,3789,72,0.565,0.064
389928241,Existing Customer,28,M,2,Post-Graduate,Single,$80K - $120K,Blue,22,4,1,2,16951,0,15410,0.638,3368,69,0.533,0
355598229,Attrited Customer,28,F,1,N/A,Married,Less than $40K,Blue,20,2,3,3,1783.1,580,1041,0.421,1893,41,0.171,0.358
355114666,Existing Customer,28,M,2,College,Single,$40K - $60K,Blue,20,6,1,3,12174.8,1254,9814,0.418,3812,64,0.641,0.113
356321266,Existing Customer,28,M,3,N/A,NaN,$80K - $120K,Blue,26,6,1,3,36152.6,2098,30768,0.549,3788,76,0.689,0.064
359441004,Existing Customer,28,M,1,High School,Single,$120K +,Blue,27,6,3,2,24735.7,889,21598,0.528,4960,73,0.46,0.04
354648804,Attrited Customer,28,M,3,College,Single,$80K - $120K,Blue,26,3,4,2,1582.13,0,1438.3,0.399,1585,32,0.455,0
413670691,Existing Customer,28,M,3,Graduate,Single,Less than $40K,Blue,34,5,4,2,3403.4,1317,1777,0.957,3607,81,0.884,0.426
358166266,Existing Customer,28,F,3,N/A,NaN,$40K - $60K,Blue,36,6,1,3,3859.9,1819,1690,0.894,4712,84,0.909,0.518
358212916,Attrited Customer,28,M,2,Graduate,Single,$120K +,Blue,36,5,3,1,37967.6,1229,33287,0.427,1797,35,0.296,0.036
358215916,Existing Customer,28,M,2,N/A,Divorced,$40K - $60K,Blue,28,3,4,4,12329.9,1165,10044,0.966,4614,96,0.714,0.104
357106179,Attrited Customer,28,F,3,High School,Single,N/A,Blue,36,1,4,2,5786,1706,3554,0.359,2142,57,0.676,0.324
358730641,Attrited Customer,28,F,2,Graduate,Single,N/A,Blue,24,3,3,3,2435.4,570,1644,0.688,2066,45,0.25,0.257
